$begin 'SolutionData'
	Type='SourceCurrent'
	$begin 'Data'
		Datum(Dependent=0, Independent=15.3459)
		Datum(Dependent=1, Independent=15.332)
		Datum(Dependent=2, Independent=15.3287)
		Datum(Dependent=3, Independent=15.3414)
		Datum(Dependent=4, Independent=15.3715)
		Datum(Dependent=5, Independent=15.4206)
		Datum(Dependent=6, Independent=15.4884)
		Datum(Dependent=7, Independent=15.5737)
		Datum(Dependent=8, Independent=15.6744)
		Datum(Dependent=9, Independent=15.7883)
		Datum(Dependent=10, Independent=15.9131)
		Datum(Dependent=11, Independent=16.0466)
		Datum(Dependent=12, Independent=16.1872)
		Datum(Dependent=13, Independent=16.3331)
		Datum(Dependent=14, Independent=16.4833)
		Datum(Dependent=15, Independent=16.6366)
		Datum(Dependent=16, Independent=16.7924)
		Datum(Dependent=17, Independent=16.95)
		Datum(Dependent=18, Independent=17.1088)
		Datum(Dependent=19, Independent=17.2686)
		Datum(Dependent=20, Independent=17.4291)
		Datum(Dependent=21, Independent=17.5901)
		Datum(Dependent=22, Independent=17.7514)
		Datum(Dependent=23, Independent=17.913)
		Datum(Dependent=24, Independent=18.0748)
		Datum(Dependent=25, Independent=18.2369)
		Datum(Dependent=26, Independent=18.3994)
		Datum(Dependent=27, Independent=18.5623)
		Datum(Dependent=28, Independent=18.7257)
		Datum(Dependent=29, Independent=3.19585e-012)
		Datum(Dependent=30, Independent=2.20613)
		Datum(Dependent=31, Independent=4.36356)
		Datum(Dependent=32, Independent=6.4726)
		Datum(Dependent=33, Independent=8.534129999999999)
		Datum(Dependent=34, Independent=10.5617)
		Datum(Dependent=35, Independent=11.4319)
		Datum(Dependent=36, Independent=11.7359)
		Datum(Dependent=37, Independent=12.0233)
		Datum(Dependent=38, Independent=12.3014)
		Datum(Dependent=39, Independent=12.5704)
		Datum(Dependent=40, Independent=12.8302)
		Datum(Dependent=41, Independent=13.0809)
		Datum(Dependent=42, Independent=13.3222)
		Datum(Dependent=43, Independent=13.5542)
		Datum(Dependent=44, Independent=13.7763)
		Datum(Dependent=45, Independent=13.9884)
		Datum(Dependent=46, Independent=14.1897)
		Datum(Dependent=47, Independent=14.3797)
		Datum(Dependent=48, Independent=14.5573)
		Datum(Dependent=49, Independent=14.7214)
		Datum(Dependent=50, Independent=14.8705)
		Datum(Dependent=51, Independent=15.0032)
		Datum(Dependent=52, Independent=15.1176)
		Datum(Dependent=53, Independent=15.2121)
		Datum(Dependent=54, Independent=15.2855)
		Datum(Dependent=55, Independent=15.3371)
		Datum(Dependent=56, Independent=15.3677)
		Datum(Dependent=57, Independent=15.3794)
		Datum(Dependent=58, Independent=15.376)
		Datum(Dependent=59, Independent=15.3627)
		Datum(Dependent=60, Independent=15.3458)
		Datum(Dependent=61, Independent=15.3322)
		Datum(Dependent=62, Independent=15.3289)
		Datum(Dependent=63, Independent=15.3415)
