$begin 'SolutionData'
	Type='OneConductorVoltage'
	$begin 'Data'
		Datum(Dependent=291, Independent=-0.214055)
		Datum(Dependent=292, Independent=-0.213922)
		Datum(Dependent=293, Independent=-0.213777)
		Datum(Dependent=294, Independent=-0.213619)
		Datum(Dependent=295, Independent=-0.213446)
		Datum(Dependent=296, Independent=-0.213257)
		Datum(Dependent=297, Independent=-0.21305)
		Datum(Dependent=298, Independent=-0.212823)
		Datum(Dependent=299, Independent=-0.212576)
		Datum(Dependent=300, Independent=-0.212304)
		Datum(Dependent=301, Independent=-0.212007)
		Datum(Dependent=302, Independent=-0.21168)
		Datum(Dependent=303, Independent=-0.211322)
		Datum(Dependent=304, Independent=-0.210929)
		Datum(Dependent=305, Independent=-0.210497)
		Datum(Dependent=306, Independent=-0.210021)
		Datum(Dependent=307, Independent=-0.209497)
		Datum(Dependent=308, Independent=-0.208919)
		Datum(Dependent=309, Independent=-0.208281)
		Datum(Dependent=310, Independent=-0.207576)
		Datum(Dependent=311, Independent=-0.206795)
		Datum(Dependent=312, Independent=-0.205928)
		Datum(Dependent=313, Independent=-0.204965)
		Datum(Dependent=314, Independent=-0.203891)
		Datum(Dependent=315, Independent=-0.202691)
		Datum(Dependent=316, Independent=-0.201346)
		Datum(Dependent=317, Independent=-0.199834)
		Datum(Dependent=318, Independent=-0.198126)
		Datum(Dependent=319, Independent=-0.196189)
		Datum(Dependent=320, Independent=-0.193981)
		Datum(Dependent=321, Independent=-0.191452)
		Datum(Dependent=322, Independent=-0.188537)
		Datum(Dependent=323, Independent=-0.185161)
		Datum(Dependent=324, Independent=-0.181232)
		Datum(Dependent=325, Independent=-0.176645)
		Datum(Dependent=326, Independent=-0.171281)
		Datum(Dependent=327, Independent=-0.165023)
		Datum(Dependent=328, Independent=-0.157767)
		Datum(Dependent=329, Independent=-0.149447)
		Datum(Dependent=330, Independent=-0.140071)
		Datum(Dependent=331, Independent=-0.129744)
		Datum(Dependent=332, Independent=-0.118691)
		Datum(Dependent=333, Independent=-0.107241)
		Datum(Dependent=334, Independent=-0.095788)
		Datum(Dependent=335, Independent=-0.08472300000000001)
		Datum(Dependent=336, Independent=-0.074377)
		Datum(Dependent=337, Independent=-0.064974)
		Datum(Dependent=338, Independent=-0.056619)
		Datum(Dependent=339, Independent=-0.049319)
		Datum(Dependent=340, Independent=-0.043008)
		Datum(Dependent=341, Independent=-0.037584)
		Datum(Dependent=342, Independent=-0.032925)
		Datum(Dependent=343, Independent=-0.028915)
		Datum(Dependent=344, Independent=-0.025447)
		Datum(Dependent=345, Independent=-0.022429)
		Datum(Dependent=346, Independent=-0.019783)
		Datum(Dependent=347, Independent=-0.017446)
		Datum(Dependent=348, Independent=-0.015365)
		Datum(Dependent=349, Independent=-0.013498)
		Datum(Dependent=350, Independent=-0.011809)
		Datum(Dependent=351, Independent=-0.010269)
		Datum(Dependent=352, Independent=-0.008855)
		Datum(Dependent=353, Independent=-0.007544)
		Datum(Dependent=354, Independent=-0.006319)
		Datum(Dependent=355, Independent=-0.005165)
		Datum(Dependent=356, Independent=-0.004068)
		Datum(Dependent=357, Independent=-0.003014)
		Datum(Dependent=358, Independent=-0.001992)
		Datum(Dependent=359, Independent=-0.0009909999999999999)
		Datum(Dependent=360, Independent=-0)
	$end 'Data'
$end 'SolutionData'
