$begin 'SolutionData'
	Type='OneConductorVoltage'
	$begin 'Data'
		Datum(Dependent=0, Independent=0)
		Datum(Dependent=1, Independent=0.0009909999999999999)
		Datum(Dependent=2, Independent=0.001992)
		Datum(Dependent=3, Independent=0.003014)
		Datum(Dependent=4, Independent=0.004068)
		Datum(Dependent=5, Independent=0.005165)
		Datum(Dependent=6, Independent=0.006319)
		Datum(Dependent=7, Independent=0.007544)
		Datum(Dependent=8, Independent=0.008855)
		Datum(Dependent=9, Independent=0.010269)
		Datum(Dependent=10, Independent=0.011809)
		Datum(Dependent=11, Independent=0.013498)
		Datum(Dependent=12, Independent=0.015365)
		Datum(Dependent=13, Independent=0.017446)
		Datum(Dependent=14, Independent=0.019783)
		Datum(Dependent=15, Independent=0.022429)
		Datum(Dependent=16, Independent=0.025447)
		Datum(Dependent=17, Independent=0.028915)
		Datum(Dependent=18, Independent=0.032925)
		Datum(Dependent=19, Independent=0.037584)
		Datum(Dependent=20, Independent=0.043008)
		Datum(Dependent=21, Independent=0.049319)
		Datum(Dependent=22, Independent=0.056619)
		Datum(Dependent=23, Independent=0.064974)
		Datum(Dependent=24, Independent=0.074377)
		Datum(Dependent=25, Independent=0.08472300000000001)
		Datum(Dependent=26, Independent=0.095788)
		Datum(Dependent=27, Independent=0.107241)
		Datum(Dependent=28, Independent=0.118691)
		Datum(Dependent=29, Independent=0.129744)
		Datum(Dependent=30, Independent=0.140071)
		Datum(Dependent=31, Independent=0.149447)
		Datum(Dependent=32, Independent=0.157767)
		Datum(Dependent=33, Independent=0.165023)
		Datum(Dependent=34, Independent=0.171281)
		Datum(Dependent=35, Independent=0.176645)
		Datum(Dependent=36, Independent=0.181232)
		Datum(Dependent=37, Independent=0.185161)
		Datum(Dependent=38, Independent=0.188537)
		Datum(Dependent=39, Independent=0.191452)
		Datum(Dependent=40, Independent=0.193981)
		Datum(Dependent=41, Independent=0.196189)
		Datum(Dependent=42, Independent=0.198126)
		Datum(Dependent=43, Independent=0.199834)
		Datum(Dependent=44, Independent=0.201346)
		Datum(Dependent=45, Independent=0.202691)
		Datum(Dependent=46, Independent=0.203891)
		Datum(Dependent=47, Independent=0.204965)
		Datum(Dependent=48, Independent=0.205928)
		Datum(Dependent=49, Independent=0.206795)
		Datum(Dependent=50, Independent=0.207576)
		Datum(Dependent=51, Independent=0.208281)
		Datum(Dependent=52, Independent=0.208919)
		Datum(Dependent=53, Independent=0.209497)
		Datum(Dependent=54, Independent=0.210021)
		Datum(Dependent=55, Independent=0.210497)
		Datum(Dependent=56, Independent=0.210929)
		Datum(Dependent=57, Independent=0.211322)
		Datum(Dependent=58, Independent=0.21168)
		Datum(Dependent=59, Independent=0.212007)
		Datum(Dependent=60, Independent=0.212304)
		Datum(Dependent=61, Independent=0.212576)
		Datum(Dependent=62, Independent=0.212823)
		Datum(Dependent=63, Independent=0.21305)
		Datum(Dependent=64, Independent=0.213257)
		Datum(Dependent=65, Independent=0.213446)
		Datum(Dependent=66, Independent=0.213619)
		Datum(Dependent=67, Independent=0.213777)
		Datum(Dependent=68, Independent=0.213922)
		Datum(Dependent=69, Independent=0.214055)
		Datum(Dependent=70, Independent=0.214176)
		Datum(Dependent=71, Independent=0.214288)
		Datum(Dependent=72, Independent=0.21439)
		Datum(Dependent=73, Independent=0.214483)
		Datum(Dependent=74, Independent=0.214569)
		Datum(Dependent=75, Independent=0.214648)
		Datum(Dependent=76, Independent=0.21472)
		Datum(Dependent=77, Independent=0.214786)
		Datum(Dependent=78, Independent=0.214847)
		Datum(Dependent=79, Independent=0.214902)
		Datum(Dependent=80, Independent=0.214954)
		Datum(Dependent=81, Independent=0.215001)
		Datum(Dependent=82, Independent=0.215044)
		Datum(Dependent=83, Independent=0.215083)
		Datum(Dependent=84, Independent=0.21512)
		Datum(Dependent=85, Independent=0.215153)
		Datum(Dependent=86, Independent=0.215184)
		Datum(Dependent=87, Independent=0.215212)
		Datum(Dependent=88, Independent=0.215237)
		Datum(Dependent=89, Independent=0.215261)
		Datum(Dependent=90, Independent=0.215283)
		Datum(Dependent=91, Independent=0.215261)
		Datum(Dependent=92, Independent=0.215237)
		Datum(Dependent=93, Independent=0.215212)
		Datum(Dependent=94, Independent=0.215184)
		Datum(Dependent=95, Independent=0.215153)
		Datum(Dependent=96, Independent=0.21512)
		Datum(Dependent=97, Independent=0.215083)
		Datum(Dependent=98, Independent=0.215044)
		Datum(Dependent=99, Independent=0.215001)
		Datum(Dependent=100, Independent=0.214954)
		Datum(Dependent=101, Independent=0.214902)
		Datum(Dependent=102, Independent=0.214847)
		Datum(Dependent=103, Independent=0.214786)
		Datum(Dependent=104, Independent=0.21472)
		Datum(Dependent=105, Independent=0.214648)
		Datum(Dependent=106, Independent=0.214569)
		Datum(Dependent=107, Independent=0.214483)
		Datum(Dependent=108, Independent=0.21439)
		Datum(Dependent=109, Independent=0.214288)
		Datum(Dependent=110, Independent=0.214176)
		Datum(Dependent=111, Independent=0.214055)
		Datum(Dependent=112, Independent=0.213922)
		Datum(Dependent=113, Independent=0.213777)
		Datum(Dependent=114, Independent=0.213619)
		Datum(Dependent=115, Independent=0.213446)
		Datum(Dependent=116, Independent=0.213257)
		Datum(Dependent=117, Independent=0.21305)
		Datum(Dependent=118, Independent=0.212823)
		Datum(Dependent=119, Independent=0.212576)
		Datum(Dependent=120, Independent=0.212304)
		Datum(Dependent=121, Independent=0.212007)
		Datum(Dependent=122, Independent=0.21168)
		Datum(Dependent=123, Independent=0.211322)
		Datum(Dependent=124, Independent=0.210929)
		Datum(Dependent=125, Independent=0.210497)
		Datum(Dependent=126, Independent=0.210021)
		Datum(Dependent=127, Independent=0.209497)
		Datum(Dependent=128, Independent=0.208919)
		Datum(Dependent=129, Independent=0.208281)
		Datum(Dependent=130, Independent=0.207576)
		Datum(Dependent=131, Independent=0.206795)
		Datum(Dependent=132, Independent=0.205928)
		Datum(Dependent=133, Independent=0.204965)
		Datum(Dependent=134, Independent=0.203891)
		Datum(Dependent=135, Independent=0.202691)
		Datum(Dependent=136, Independent=0.201346)
		Datum(Dependent=137, Independent=0.199834)
		Datum(Dependent=138, Independent=0.198126)
		Datum(Dependent=139, Independent=0.196189)
		Datum(Dependent=140, Independent=0.193981)
		Datum(Dependent=141, Independent=0.191452)
		Datum(Dependent=142, Independent=0.188537)
		Datum(Dependent=143, Independent=0.185161)
		Datum(Dependent=144, Independent=0.181232)
		Datum(Dependent=145, Independent=0.176645)
		Datum(Dependent=146, Independent=0.171281)
		Datum(Dependent=147, Independent=0.165023)
		Datum(Dependent=148, Independent=0.157767)
		Datum(Dependent=149, Independent=0.149447)
		Datum(Dependent=150, Independent=0.140071)
		Datum(Dependent=151, Independent=0.129744)
		Datum(Dependent=152, Independent=0.118691)
		Datum(Dependent=153, Independent=0.107241)
		Datum(Dependent=154, Independent=0.095788)
		Datum(Dependent=155, Independent=0.08472300000000001)
		Datum(Dependent=156, Independent=0.074377)
		Datum(Dependent=157, Independent=0.064974)
		Datum(Dependent=158, Independent=0.056619)
		Datum(Dependent=159, Independent=0.049319)
		Datum(Dependent=160, Independent=0.043008)
		Datum(Dependent=161, Independent=0.037584)
		Datum(Dependent=162, Independent=0.032925)
		Datum(Dependent=163, Independent=0.028915)
		Datum(Dependent=164, Independent=0.025447)
		Datum(Dependent=165, Independent=0.022429)
		Datum(Dependent=166, Independent=0.019783)
		Datum(Dependent=167, Independent=0.017446)
		Datum(Dependent=168, Independent=0.015365)
		Datum(Dependent=169, Independent=0.013498)
		Datum(Dependent=170, Independent=0.011809)
		Datum(Dependent=171, Independent=0.010269)
		Datum(Dependent=172, Independent=0.008855)
		Datum(Dependent=173, Independent=0.007544)
		Datum(Dependent=174, Independent=0.006319)
		Datum(Dependent=175, Independent=0.005165)
		Datum(Dependent=176, Independent=0.004068)
		Datum(Dependent=177, Independent=0.003014)
		Datum(Dependent=178, Independent=0.001992)
		Datum(Dependent=179, Independent=0.0009909999999999999)
		Datum(Dependent=180, Independent=0)
		Datum(Dependent=181, Independent=-0.0009909999999999999)
		Datum(Dependent=182, Independent=-0.001992)
		Datum(Dependent=183, Independent=-0.003014)
		Datum(Dependent=184, Independent=-0.004068)
		Datum(Dependent=185, Independent=-0.005165)
		Datum(Dependent=186, Independent=-0.006319)
		Datum(Dependent=187, Independent=-0.007544)
		Datum(Dependent=188, Independent=-0.008855)
		Datum(Dependent=189, Independent=-0.010269)
		Datum(Dependent=190, Independent=-0.011809)
		Datum(Dependent=191, Independent=-0.013498)
		Datum(Dependent=192, Independent=-0.015365)
		Datum(Dependent=193, Independent=-0.017446)
		Datum(Dependent=194, Independent=-0.019783)
		Datum(Dependent=195, Independent=-0.022429)
		Datum(Dependent=196, Independent=-0.025447)
		Datum(Dependent=197, Independent=-0.028915)
		Datum(Dependent=198, Independent=-0.032925)
		Datum(Dependent=199, Independent=-0.037584)
		Datum(Dependent=200, Independent=-0.043008)
		Datum(Dependent=201, Independent=-0.049319)
		Datum(Dependent=202, Independent=-0.056619)
		Datum(Dependent=203, Independent=-0.064974)
		Datum(Dependent=204, Independent=-0.074377)
		Datum(Dependent=205, Independent=-0.08472300000000001)
		Datum(Dependent=206, Independent=-0.095788)
		Datum(Dependent=207, Independent=-0.107241)
		Datum(Dependent=208, Independent=-0.118691)
		Datum(Dependent=209, Independent=-0.129744)
		Datum(Dependent=210, Independent=-0.140071)
		Datum(Dependent=211, Independent=-0.149447)
		Datum(Dependent=212, Independent=-0.157767)
		Datum(Dependent=213, Independent=-0.165023)
		Datum(Dependent=214, Independent=-0.171281)
		Datum(Dependent=215, Independent=-0.176645)
		Datum(Dependent=216, Independent=-0.181232)
		Datum(Dependent=217, Independent=-0.185161)
		Datum(Dependent=218, Independent=-0.188537)
		Datum(Dependent=219, Independent=-0.191452)
		Datum(Dependent=220, Independent=-0.193981)
		Datum(Dependent=221, Independent=-0.196189)
		Datum(Dependent=222, Independent=-0.198126)
		Datum(Dependent=223, Independent=-0.199834)
		Datum(Dependent=224, Independent=-0.201346)
		Datum(Dependent=225, Independent=-0.202691)
		Datum(Dependent=226, Independent=-0.203891)
		Datum(Dependent=227, Independent=-0.204965)
		Datum(Dependent=228, Independent=-0.205928)
		Datum(Dependent=229, Independent=-0.206795)
		Datum(Dependent=230, Independent=-0.207576)
		Datum(Dependent=231, Independent=-0.208281)
		Datum(Dependent=232, Independent=-0.208919)
		Datum(Dependent=233, Independent=-0.209497)
		Datum(Dependent=234, Independent=-0.210021)
		Datum(Dependent=235, Independent=-0.210497)
		Datum(Dependent=236, Independent=-0.210929)
		Datum(Dependent=237, Independent=-0.211322)
		Datum(Dependent=238, Independent=-0.21168)
		Datum(Dependent=239, Independent=-0.212007)
		Datum(Dependent=240, Independent=-0.212304)
		Datum(Dependent=241, Independent=-0.212576)
		Datum(Dependent=242, Independent=-0.212823)
		Datum(Dependent=243, Independent=-0.21305)
		Datum(Dependent=244, Independent=-0.213257)
		Datum(Dependent=245, Independent=-0.213446)
		Datum(Dependent=246, Independent=-0.213619)
		Datum(Dependent=247, Independent=-0.213777)
		Datum(Dependent=248, Independent=-0.213922)
		Datum(Dependent=249, Independent=-0.214055)
		Datum(Dependent=250, Independent=-0.214176)
		Datum(Dependent=251, Independent=-0.214288)
		Datum(Dependent=252, Independent=-0.21439)
		Datum(Dependent=253, Independent=-0.214483)
		Datum(Dependent=254, Independent=-0.214569)
		Datum(Dependent=255, Independent=-0.214648)
		Datum(Dependent=256, Independent=-0.21472)
		Datum(Dependent=257, Independent=-0.214786)
		Datum(Dependent=258, Independent=-0.214847)
		Datum(Dependent=259, Independent=-0.214902)
		Datum(Dependent=260, Independent=-0.214954)
		Datum(Dependent=261, Independent=-0.215001)
		Datum(Dependent=262, Independent=-0.215044)
		Datum(Dependent=263, Independent=-0.215083)
		Datum(Dependent=264, Independent=-0.21512)
		Datum(Dependent=265, Independent=-0.215153)
		Datum(Dependent=266, Independent=-0.215184)
		Datum(Dependent=267, Independent=-0.215212)
		Datum(Dependent=268, Independent=-0.215237)
		Datum(Dependent=269, Independent=-0.215261)
		Datum(Dependent=270, Independent=-0.215283)
		Datum(Dependent=271, Independent=-0.215261)
		Datum(Dependent=272, Independent=-0.215237)
		Datum(Dependent=273, Independent=-0.215212)
		Datum(Dependent=274, Independent=-0.215184)
		Datum(Dependent=275, Independent=-0.215153)
		Datum(Dependent=276, Independent=-0.21512)
		Datum(Dependent=277, Independent=-0.215083)
		Datum(Dependent=278, Independent=-0.215044)
		Datum(Dependent=279, Independent=-0.215001)
		Datum(Dependent=280, Independent=-0.214954)
		Datum(Dependent=281, Independent=-0.214902)
		Datum(Dependent=282, Independent=-0.214847)
		Datum(Dependent=283, Independent=-0.214786)
		Datum(Dependent=284, Independent=-0.21472)
		Datum(Dependent=285, Independent=-0.214648)
		Datum(Dependent=286, Independent=-0.214569)
		Datum(Dependent=287, Independent=-0.214483)
		Datum(Dependent=288, Independent=-0.21439)
		Datum(Dependent=289, Independent=-0.214288)
		Datum(Dependent=290, Independent=-0.214176)
